Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,7.602401335665818,0.2352941176470588,0.75,0.938013262745585,0.938013262745585,1.0,0.5,0.0,0.6666666666666666,1.0,0.25,1.0,0.7727272727272727,0.8,1.0,0.5,1.0,0.6666666666666665,0.5,0.9492753623188417,0.8833333333333329,0.5,1.0,1.0,1.0,0.6666666666666666,0.1225,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.12508858965272857,1.0,0.0,0.06421232876712328,0.14009819967266776,1.0,1.0,1.0,1.0,0.938013262745585,0.4135593220338983,0.0,0.938013262745585,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.4,0.8,0.9363636363636338,0.6666666666666666,0.5,0.38645980253878703,1.0,0.6666666666666666,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
2,7.588829878307813,0.0,0.75,0.6968751001486737,0.6968751001486737,1.0,0.5,0.0,0.6666666666666666,1.0,1.0,1.0,0.5454545454545454,0.2,1.0,0.5,0.6000000000000001,0.5555555555555556,0.875,0.7536231884057969,0.43333333333333,0.5,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.5,0.75,0.75,0.75,0.6666666666666666,0.1732813607370659,1.0,0.0,0.12157534246575341,0.2065466448445172,1.0,1.0,1.0,1.0,0.6968751001486737,0.0,0.0,0.6968751001486737,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.6909090909090878,0.6666666666666666,0.5,0.3244005641748942,1.0,0.6666666666666666,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
3,7.601402334583733,0.2352941176470588,0.75,0.9202629741058672,0.9202629741058672,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.25,1.0,0.7727272727272727,0.8,1.0,0.5,1.0,0.6666666666666665,0.5,0.9347826086956523,0.8666666666666671,0.5,1.0,1.0,1.0,0.6666666666666666,0.10125,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.08610914245216159,1.0,0.0,0.1857876712328767,0.15057283142389527,1.0,1.0,1.0,1.0,0.9202629741058672,0.41937046004842615,0.0,0.9202629741058672,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.918181818181818,0.6666666666666666,0.5,0.4287729196050776,1.0,0.6666666666666666,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.7272727272727273,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
4,7.599901959208498,0.2941176470588235,0.75,0.8936042482486641,0.8936042482486641,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.0,0.8,1.0,0.5,1.0,0.6666666666666665,0.5,0.3115942028985508,0.3333333333333357,0.5,1.0,0.30000000000000004,0.4,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,1.0,0.25,0.6666666666666666,0.03827072997873848,1.0,0.0,0.23116438356164382,0.12373158756137481,1.0,0.75,1.0,1.0,0.8936042482486641,0.36610169491525424,0.0,0.8936042482486641,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.4,0.8909090909090907,0.0,0.75,0.4527503526093089,1.0,0.6666666666666666,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.3333333333333333,0.25,0.0,0.0,0.0
5,7.600902459542082,0.2352941176470588,0.75,0.9113811756451753,0.9113811756451753,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.7272727272727273,0.8,1.0,0.5,1.0,0.7777777777777777,0.5,0.9275362318840585,0.8333333333333357,0.5,1.0,1.0,1.0,0.6666666666666666,0.21875,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,1.0,0.11605244507441531,1.0,0.0,0.20976027397260272,0.18739770867430444,1.0,1.0,1.0,1.0,0.9113811756451753,0.5099273607748184,0.0,0.9113811756451753,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.8,0.8,0.9090909090909065,0.6666666666666666,0.75,0.5895627644569816,1.0,0.6666666666666666,1.0,0.22403733955659275,0.15356489945155394,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.9999999999999999,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
6,7.597396320212795,0.17647058823529413,0.75,0.8490839607351859,0.8490839607351859,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.25,1.0,0.5909090909090909,0.8,1.0,0.5,0.2,0.4444444444444445,0.5,0.8768115942028984,0.75,0.5,1.0,1.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.25,0.75,0.75,0.25,1.0,0.12969525159461376,1.0,0.0,0.0273972602739726,0.13027823240589198,1.0,1.0,1.0,1.0,0.8490839607351859,0.27409200968523,0.0,0.8490839607351859,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.4,0.8,0.8454545454545439,0.0,0.5,0.3385049365303244,1.0,0.6666666666666666,1.0,0.04667444574095682,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,1.0,0.5,0.5,0.04516129032258065,0.8181818181818182,0.75,0.3333333333333333,0.75,0.0,0.0,0.0
7,7.602900462204755,0.0,0.75,0.9468817617820378,0.9468817617820378,1.0,0.5,0.0,0.6666666666666666,1.0,0.25,1.0,0.9090909090909092,0.8,1.0,0.5,0.6000000000000001,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,0.5,1.0,1.0,1.0,1.0,0.11625,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,1.0,0.24255846917080087,1.0,0.0,0.13570205479452055,0.27594108019639935,1.0,1.0,1.0,1.0,0.9468817617820378,0.0,0.0,0.9468817617820378,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.9454545454545453,0.6666666666666666,0.5,0.4485190409026798,1.0,0.6666666666666666,1.0,0.2975495915985997,0.10420475319926874,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.3333333333333333,0.75,0.0,0.0,0.0
8,7.587310506022615,0.2352941176470588,0.75,0.6698788364838038,0.6698788364838038,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,0.5,0.4,1.0,0.5,1.0,0.6666666666666665,0.625,0.7318840579710155,0.38333333333333286,0.5,1.0,0.8,0.8,1.0,0.15,0.0,1.0,0.5,0.75,0.75,0.5,0.6666666666666666,0.15219702338766833,0.5,0.021709633649932156,0.09246575342465753,0.1811783960720131,1.0,1.0,1.0,1.0,0.6698788364838038,0.47602905569007264,0.0,0.6698788364838038,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.8,0.8,0.6636363636363605,0.6666666666666666,0.5,0.3413258110014104,1.0,0.6666666666666666,1.0,0.2742123687281213,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,1.0,1.0,0.5,0.022580645161290325,0.9090909090909091,0.75,0.3333333333333333,0.75,1.0,0.0,0.0
9,7.565793282428515,0.17647058823529413,0.25,0.287560001829803,0.287560001829803,1.0,0.5,0.0,0.6666666666666666,1.0,0.25,1.0,0.09090909090909091,0.0,1.0,0.5,0.2,0.6666666666666665,0.5,0.42753623188405854,0.0,0.5,1.0,0.2,0.4,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.75,0.25,0.8333333333333333,0.0,1.0,0.0,0.40753424657534243,0.155810147299509,1.0,0.75,1.0,0.0,0.287560001829803,0.3641646489104116,0.0,0.287560001829803,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.0,0.6666666666666666,0.8,0.4,0.2818181818181813,0.0,0.5,0.3300423131170663,0.0,0.6666666666666666,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.3333333333333333,0.25,0.0,0.0,0.0
10,7.569927655242652,1.0,0.75,0.3610196928263463,0.3610196928263463,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,1.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.4444444444444445,0.625,0.4855072463768124,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,0.25,0.75,0.25,1.0,0.15077958894401133,1.0,0.0,0.059931506849315065,0.16219312602291328,1.0,1.0,1.0,1.0,0.3610196928263463,0.0,0.0,0.3610196928263463,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.8,0.8,0.35454545454545183,0.6666666666666666,0.25,0.14456981664315938,0.3333333333333333,0.6666666666666666,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.3333333333333333,0.75,0.0,0.0,0.0
